id,alert_id,title,description,url,published_at,source_type,language,country,favorite,tone,source_name,source_url,parent_url,parent_id,children,direct_reach,cumulative_reach,domain_reach,tags,score,alert_name
128149921664,1648674,"Neden Komik Tiyatro? : 0stanbul Tiyatro Festivali Farkl1l1klar1n Merkezi! / YA^AM KAYA https://t.co/fokDXf8UvE https://t.co/d0YztK1Kdr","Neden Komik Tiyatro? : 0stanbul Tiyatro Festivali Farkl1l1klar1n Merkezi! / YA^AM KAYA https://t.co/fokDXf8UvE https://t.co/d0YztK1Kdr",https://twitter.com/lifeartsanat/status/1069490815259631616,"2018-12-03 07:17:35+00:00",twitter,tr,,0,positive,lifeartsanat,https://twitter.com/lifeartsanat,,,2,738,30200,,,19,IKSV
128149939155,1648674,"Onur Ünlü kimdir? Nereli? Kaç ya_1nda","0stanbul Film Festivali -En iyi yönetmen (0tiraz1m Var) /2013 - 32. 0stanbul Film Festivali -En 0yi film (Sen Ayd1nlat1rs1n Geceyi)2013 - 32. 0stanbul Film Festivali -En iyi senaryo (Sen Ayd1nlat1rs1n Geceyi)2014 - 46.",https://www.milatgazetesi.com/trend/onur-unlu-kimdir-nereli-kac-yasinda/haber-188546,"2018-12-03 07:20:35+00:00",news,tr,TR,0,neutral,Milat,http://www.milatgazetesi.com,https://www.yenicaggazetesi.com.tr/onur-unlu-kimdir-nereli-ve-kac-yasinda-215394h.htm,128144898878,0,,,13600,,39,IKSV
128149966593,1648674,"Neden Komik Tiyatro?:","Sekiz y1l önce Piccolo, 0stanbul Tiyatro Festivaline Goldoninin bir ba_ka eseri olan, Toni Servillonun sahneledii ve canland1rd11, üç y1l süren dünya turnesi boyunca kapal1 gi_e oynayan Tatil Üçlemesi ile konuk olmu_.",https://lifeartsanat.com/2018/12/03/neden-komik-tiyatro-istanbul-tiyatro-festivali-farkliliklarin-merkezi-yasam-kaya/,"2018-12-03 07:26:56+00:00",news,tr,TR,0,neutral,"Tiyatro Festivali Farkl1l1klar1n",https://lifeartsanat.com,,,0,,,0,,16,IKSV
128150015416,1648674,"RT @lifeartsanat: Neden Komik Tiyatro? : 0stanbul Tiyatro Festivali Farkl1l1klar1n Merkezi! / YA^AM KAYA https://t.co/fokDXf8UvE https:&","RT @lifeartsanat: Neden Komik Tiyatro? : 0stanbul Tiyatro Festivali Farkl1l1klar1n Merkezi! / YA^AM KAYA https://t.co/fokDXf8UvE https:&",https://twitter.com/yasamkaya/status/1069496475657359360,"2018-12-03 07:40:04+00:00",twitter,tr,,0,positive,yasamkaya,https://twitter.com/yasamkaya,https://twitter.com/lifeartsanat/status/1069490815259631616,128149921664,0,14731,14731,,,30,IKSV
128150015947,1648674,"0KSV 21. 0stanbul Tiyatro Festivali - Komik Tiyatro","NEDEN KOM0K T0YATRO? : ""0STANBUL T0YATRO FEST0VAL0 FARKLILIKLARIN MERKEZ0! ""Geçtiimiz haftalarda ba_layan 21. Uluslararas1 0stanbul Tiyatro Festivali, aç1l1_ oyunu olarak 0talyan Tiyatrosu'nun seçkin örneinden bir eserle perdelerini açt1.",http://tiyatronline.com/iksv-21-istanbul-tiyatro-festivali_-komik-tiyatro--8757,"2018-12-03 07:37:07+00:00",news,tr,TR,0,neutral,"Sizce Nas1l",http://www.tiyatronline.com,,,0,,,0,,29,IKSV
128150020970,1648674,"Ya_am Kaya: 0KSV 21. 0stanbul Tiyatro Festivali - Komik Tiyatro https://t.co/WTPKhdOKAr @tiyatronline @tiyatrofest https://t.co/KN4rFqa0PV","Ya_am Kaya: 0KSV 21. 0stanbul Tiyatro Festivali - Komik Tiyatro https://t.co/WTPKhdOKAr @tiyatronline @tiyatrofest https://t.co/KN4rFqa0PV",https://twitter.com/yasamkaya/status/1069496792016986112,"2018-12-03 07:41:20+00:00",twitter,tr,,0,positive,yasamkaya,https://twitter.com/yasamkaya,,,7,14731,63734,,,30,IKSV
128150046761,1648674,"Neden Komik Tiyatro? : 0stanbul Tiyatro Festivali Farkl1l1klar1n Merkezi! / YA^AM KAYA https://t.co/f8EoaT9rxQ& https://t.co/cWCOzDLB0u","Neden Komik Tiyatro? : 0stanbul Tiyatro Festivali Farkl1l1klar1n Merkezi! / YA^AM KAYA https://t.co/f8EoaT9rxQ& https://t.co/cWCOzDLB0u",https://twitter.com/yasamkaya/status/1069498381091958785,"2018-12-03 07:47:39+00:00",twitter,tr,,0,positive,yasamkaya,https://twitter.com/yasamkaya,https://twitter.com/lifeartsanat/status/1069490815259631616,128149921664,0,14731,14731,,,30,IKSV
128150142815,1648674,"& ile yerli sahnemizin en ba_ar1l1 albümlerinden birine imza atan Hedonutopia, bir sene sonra yeni albümleri Yakamoz Sandal1 ile 8 Aral1kta tekrar Salonda. Biletler @Biletix ve 0KSVde: https://t.co/ZW0Sqoq3EP 
#saloniksv https://t.co/4rL3O0i2d1","2017de Yar1 Cennet ile yerli sahnemizin en ba_ar1l1 albümlerinden birine imza atan Hedonutopia, bir sene sonra yeni albümleri Yakamoz Sandal1 ile 8 Aral1kta tekrar Salonda. Biletler @Biletix ve 0KSVde: https://t.co/ZW0Sqoq3EP",https://twitter.com/hedonutopia/status/1069502586733117441,"2018-12-03 08:04:21+00:00",twitter,tr,TR,0,neutral,hedonutopia,https://twitter.com/hedonutopia,https://twitter.com/bugraorcan/status/1069209756068470784,128144507018,0,556,556,,,18,IKSV
128150148538,1648674,"& ile yerli sahnemizin en ba_ar1l1 albümlerinden birine imza atan Hedonutopia, bir sene sonra yeni albümleri Yakamoz Sandal1 ile 8 Aral1kta tekrar Salonda. Biletler @Biletix ve 0KSVde: https://t.co/ZW0Sqoq3EP 
#saloniksv https://t.co/4rL3O0i2d1","2017de Yar1 Cennet ile yerli sahnemizin en ba_ar1l1 albümlerinden birine imza atan Hedonutopia, bir sene sonra yeni albümleri Yakamoz Sandal1 ile 8 Aral1kta tekrar Salonda. Biletler @Biletix ve 0KSVde: https://t.co/ZW0Sqoq3EP",https://twitter.com/seraysaltik/status/1069502859346104320,"2018-12-03 08:05:26+00:00",twitter,tr,,0,neutral,seraysaltik,https://twitter.com/seraysaltik,https://twitter.com/bugraorcan/status/1069209756068470784,128144507018,0,185,185,,,15,IKSV
128150149882,1648674,"& ile yerli sahnemizin en ba_ar1l1 albümlerinden birine imza atan Hedonutopia, bir sene sonra yeni albümleri Yakamoz Sandal1 ile 8 Aral1kta tekrar Salonda. Biletler @Biletix ve 0KSVde: https://t.co/ZW0Sqoq3EP 
#saloniksv https://t.co/4rL3O0i2d1","2017de Yar1 Cennet ile yerli sahnemizin en ba_ar1l1 albümlerinden birine imza atan Hedonutopia, bir sene sonra yeni albümleri Yakamoz Sandal1 ile 8 Aral1kta tekrar Salonda. Biletler @Biletix ve 0KSVde: https://t.co/ZW0Sqoq3EP",https://twitter.com/kerem_feyzi/status/1069503001562365952,"2018-12-03 08:06:00+00:00",twitter,tr,TR,0,neutral,kerem_feyzi,https://twitter.com/kerem_feyzi,https://twitter.com/bugraorcan/status/1069209756068470784,128144507018,0,81,81,,,13,IKSV
128150204364,1648674,"Ödülünü al1rken e_ine desteklerinden ötürü büyük yönetmen diyecek kadar vefal1, g1m1ldak görüntüye sevdal1, dertli adam Ahmet Uluçay'1n ödül konu_mas1. (0stanbul Film Festivali 2004) https://t.co/i66mK8YBAi","Ödülünü al1rken e_ine desteklerinden ötürü büyük yönetmen diyecek kadar vefal1, g1m1ldak görüntüye sevdal1, dertli adam Ahmet Uluçay'1n ödül konu_mas1. (0stanbul Film Festivali 2004) https://t.co/i66mK8YBAi",https://twitter.com/hidirtanriverdi/status/1069505718007590912,"2018-12-03 08:16:48+00:00",twitter,tr,TR,0,neutral,hidirtanriverdi,https://twitter.com/hidirtanriverdi,,,0,208,208,,,16,IKSV
128150355566,1648674,"& efsa #efod #fotografine #artistannbul #fotosek #photomarathon #fotomaraton #photomaraton #istanbulfotomaraton #saltgalata #iksv #kask #sagüsad #fsk #gafsad #gifsad #afad #photoline #photoplay #gezginfoto #digitalphotography #tfsf#büfod #bufsad &","PhotoMaraton 2019@ #ifsak#afsad#anadolufotorafdergisi #anafod #ifod_official #efsa #efod #fotografine #artistannbul #fotosek #photomarathon &",https://www.instagram.com/p/Bq60PpuB0y0/,"2018-12-03 08:47:16+00:00",images,tr,,0,neutral,,http://instagram.com/photomaraton,https://www.instagram.com/p/BqrBN4zhfTe/,128097086345,0,,,,,,IKSV
128150478589,1648674,"Alt1n Gün recently visited @SalonIKSV and we can safely say that everyone is eagerly hoping they return again soon! If you missed the show or just want to relive the magic, do catch our review.  https://t.co/phXTrRwx9C","Alt1n Gün recently visited @SalonIKSV and we can safely say that everyone is eagerly hoping they return again soon! If you missed the show or just want to relive the magic, do catch our review. https://t.co/phXTrRwx9C",https://twitter.com/Yabangee/status/1069518817896865792,"2018-12-03 09:08:51+00:00",twitter,en,TR,0,neutral,Yabangee,https://twitter.com/Yabangee,,,0,2563,2563,,,23,IKSV
128150520675,1648674,"Ya_am Kaya: 0KSV 22. 0stanbul Tiyatro Festivali - Komik Tiyatro https://t.co/bTxOTdMJFM @tiyatronline @tiyatrofest https://t.co/zkIthU41Rs","Ya_am Kaya: 0KSV 22. 0stanbul Tiyatro Festivali - Komik Tiyatro https://t.co/bTxOTdMJFM @tiyatronline @tiyatrofest https://t.co/zkIthU41Rs",https://twitter.com/yasamkaya/status/1069520669027827712,"2018-12-03 09:16:12+00:00",twitter,tr,,0,positive,yasamkaya,https://twitter.com/yasamkaya,https://twitter.com/yasamkaya/status/1069496792016986112,128150020970,0,14731,14731,,,30,IKSV
128150582961,1648674,"22. 0stanbul Tiyatro Festivali nin Son Performans1!","1990'lar1n ba_lar1ndan beri hip-hop sahnesinin önde gelen isimlerinden Mourad Merzouki'nin koreografisiyle PIXEL, 0stanbul Tiyatro Festivali'nin son gösterisi olacak.",https://www.haberler.com/22-istanbul-tiyatro-festivali-nin-son-11498776-haberi/,"2018-12-03 09:26:32+00:00",news,tr,TR,0,positive,haberler.com,https://haberler.com,http://tiyatronline.com/22-istanbul-tiyatro-festivali-devam-ediyor-8585,128097792465,0,,,1346400,,72,IKSV
128150757300,1648674,"Ya_am Kaya: 0KSV 22. 0stanbul Tiyatro Festivali - Komik Tiyatro https://t.co/6uWDXjVjfm","Ya_am Kaya: 0KSV 22. 0stanbul Tiyatro Festivali - Komik Tiyatro https://t.co/6uWDXjVjfm",https://twitter.com/tiyatronline/status/1069531299851968512,"2018-12-03 09:58:27+00:00",twitter,tr,TR,0,positive,tiyatronline,https://twitter.com/tiyatronline,https://twitter.com/yasamkaya/status/1069496792016986112,128150020970,0,4200,4200,,,24,IKSV
128150765748,1648674,"Ya_am Kaya: 0KSV 22. 0stanbul Tiyatro Festivali - Komik Tiyatro https://t.co/OenZO4A1iA","Ya_am Kaya: 0KSV 22. 0stanbul Tiyatro Festivali - Komik Tiyatro https://t.co/OenZO4A1iA",https://twitter.com/yeterkisev_lale/status/1069531746868318213,"2018-12-03 10:00:14+00:00",twitter,tr,TR,0,positive,yeterkisev_lale,https://twitter.com/yeterkisev_lale,https://twitter.com/yasamkaya/status/1069496792016986112,128150020970,0,157,157,,,15,IKSV
128150997681,1648674,"0kinci Bar
Balamaya Uyarlayan: Erdal Erzincan
Orkestraya Uyarlayan: Cengiz Özdemir

40. 0stanbul Müzik Festivali
Tekfen Filarmoni Orkestras1&Erdal Erzincan
Aya 0rini, 0stanbul.
9 Haziran& https://t.co/qxdvDTaP1z","0kinci Bar Balamaya Uyarlayan: Erdal Erzincan Orkestraya Uyarlayan: Cengiz Özdemir 40. 0stanbul Müzik Festivali Tekfen Filarmoni Orkestras1&Erdal Erzincan Aya 0rini, 0stanbul. 9 Haziran& https://t.co/qxdvDTaP1z",https://twitter.com/efys2005/status/1069543014383738881,"2018-12-03 10:45:00+00:00",twitter,tr,,0,positive,efys2005,https://twitter.com/efys2005,https://twitter.com/Birglnel1/status/1065530540357574656,128058403821,0,109,109,,,14,IKSV
128151155836,1648674,"Hiphoptan eksik kalmamal1yd1m #médéyetongnon #dance #tiyatrobirkezya_an1r #istanbultiyatrofestivali #iksv #pixel #hiphopdance #enerjimiztiyatroya #isttiyatrofest","Hiphoptan eksik kalmamal1yd1m #médéyetongnon #dance #tiyatrobirkezya_an1r #istanbultiyatrofestivali #iksv #pixel #hiphopdance #enerjimiztiyatroya #isttiyatrofest",https://www.instagram.com/p/Bq7CoA9BUr1/,"2018-12-03 10:52:56+00:00",images,tr,,0,neutral,,http://instagram.com/pinaaralev,,,0,,,,,,IKSV
128151321709,1648674,"0stanbul Film Festivali Alt1n Lale ödüllü Vuslat Saraçolu imzal1 #Borç filmi vizyonda. Ele_tirisini @guneybirtek yazd1: Borç (2018): 0nsan 0nsan
https://t.co/8rWEEb7MrD https://t.co/PA6MaM0IyV","0stanbul Film Festivali Alt1n Lale ödüllü Vuslat Saraçolu imzal1 #Borç filmi vizyonda. Ele_tirisini @guneybirtek yazd1: Borç (2018): 0nsan 0nsan https://t.co/8rWEEb7MrD https://t.co/PA6MaM0IyV",https://twitter.com/bytarmete/status/1069557946160422912,"2018-12-03 11:44:20+00:00",twitter,tr,TR,0,neutral,bytarmete,https://twitter.com/bytarmete,https://twitter.com/FilmNotlari/status/1069233527546363906,128144828106,0,95,95,,,14,IKSV
128151407144,1648674,"Sevgili eitmenimiz Avi Medinan1n müziini yapt11 0KSV 0stanbul Tiyatro Festivali tan1t1m filmi yay1nda.
----
IKSV Istanbul Tiyatro Festivali tanitim filminin Director's cut ve tam muzikli halini... https://t.co/F2VomI05U0","Sevgili eitmenimiz Avi Medinan1n müziini yapt11 0KSV 0stanbul Tiyatro Festivali tan1t1m filmi yay1nda. ---- IKSV Istanbul Tiyatro Festivali tanitim filminin Director's cut ve tam muzikli halini... https://t.co/F2VomI05U0",https://twitter.com/OzetHaberler/status/1069562045551599616,"2018-12-03 12:00:37+00:00",twitter,tr,TR,0,positive,OzetHaberler,https://twitter.com/OzetHaberler,,,0,86,86,,,14,IKSV
128151509326,1648674,"0stanbul Film Festivali Alt1n Lale ödüllü Vuslat Saraçolu imzal1 #Borç filmi vizyonda. Ele_tirisini @guneybirtek yazd1: Borç (2018): 0nsan 0nsan
https://t.co/8rWEEb7MrD https://t.co/PA6MaM0IyV","0stanbul Film Festivali Alt1n Lale ödüllü Vuslat Saraçolu imzal1 #Borç filmi vizyonda. Ele_tirisini @guneybirtek yazd1: Borç (2018): 0nsan 0nsan https://t.co/8rWEEb7MrD https://t.co/PA6MaM0IyV",https://twitter.com/Sinematopya/status/1069566657633357824,"2018-12-03 12:18:57+00:00",twitter,tr,TR,0,neutral,Sinematopya,https://twitter.com/Sinematopya,https://twitter.com/FilmNotlari/status/1069233527546363906,128144828106,0,276491,276491,,,46,IKSV
128151546982,1648674,"22. 0stanbul Tiyatro Festivalinin son performans1: Pixel Bunu okuyanlar bunlar1 da okudu Yorumlar1n1z","1990lar1n ba_lar1ndan beri hip-hop sahnesinin önde gelen isimlerinden Mourad Merzoukinin koreografisiyle Pixel, 0stanbul Tiyatro Festivalinin son gösterisi olacak.",https://www.birgun.net/haber-detay/22-istanbul-tiyatro-festivali-nin-son-performansi-pixel-238879.html,"2018-12-03 12:23:46+00:00",news,tr,TR,0,neutral,"Halk1n Gazetesi Birgün - Culture and Arts",https://www.birgun.net,https://www.sozcu.com.tr/hayatim/kultur-sanat-haberleri/22-istanbul-tiyatro-festivalinin-son-performansi-pixel/,128137164197,0,,,183600,,42,IKSV
128151553096,1648674,"00STANBUL DEVLET T0YATROSUNDA BU HAFTA (04 ARALIK- 09 ARALIK 2018 HAFTASI)","0stanbul Tiyatro Festivali (0KSV) kapsam1nda 02 Aral1k Pazar günü Üsküdar Tekel Sahnesinde prömiyer yapan Sevim Burak imzal1 Sahibinin Sesi adl1 oyun 0skender Alt1n rejisiyle oynanacak.Oyun; çok kültürlülüün, parçalanman1n, deliliin izlerini &",https://www.gazetebirlik.com/haber/iistanbul-devlet-tiyatrosunda-bu-hafta-04-aralik-09-aralik-2018-haftasi-9628/,"2018-12-03 12:26:19+00:00",news,tr,TR,0,neutral,"Ekim Per_embe",https://www.gazetebirlik.com,,,3,,,0,,40,IKSV
128151647253,1648674,"RT @tiyatronline: Ya_am Kaya: 0KSV 22. 0stanbul Tiyatro Festivali - Komik Tiyatro https://t.co/6uWDXjVjfm","RT @tiyatronline: Ya_am Kaya: 0KSV 22. 0stanbul Tiyatro Festivali - Komik Tiyatro https://t.co/6uWDXjVjfm",https://twitter.com/enverbsr/status/1069573087430144000,"2018-12-03 12:44:30+00:00",twitter,tr,TR,0,positive,enverbsr,https://twitter.com/enverbsr,https://twitter.com/yasamkaya/status/1069496792016986112,128150020970,0,450,450,,,18,IKSV
128151725979,1648674,"0stanbul Devlet Tiyatrosunda Bu Hafta (04-09 Aral1k 2018)","0stanbul Tiyatro Festivali (0KSV) kapsam1nda 02 Aral1k Pazar günü Üsküdar Tekel Sahnesinde prömiyer yapan Sevim Burak imzal1 Sahibinin Sesi adl1 oyun 0skender Alt1n rejisiyle oynanacak.Oyun; çok kültürlülüün, parçalanman1n, deliliin izlerini &",http://newsanat.com/istanbul-devlet-tiyatrosunda-bu-hafta-04-09-aralik-2018--8759,"2018-12-03 12:58:01+00:00",news,tr,TR,0,positive,"Ekim Per_embe",http://www.newsanat.com,https://www.gazetebirlik.com/haber/iistanbul-devlet-tiyatrosunda-bu-hafta-04-aralik-09-aralik-2018-haftasi-9628/,128151553096,0,,,0,,20,IKSV
128151860478,1648674,"22. 0stanbul Tiyatro Festivali 'nin Son Performans1:  Pixel https://t.co/vEsBDUyicR","22. 0stanbul Tiyatro Festivali 'nin Son Performans1: Pixel https://t.co/vEsBDUyicR",https://twitter.com/tiyatronline/status/1069581766774714368,"2018-12-03 13:18:59+00:00",twitter,tr,TR,0,positive,tiyatronline,https://twitter.com/tiyatronline,https://twitter.com/MimesisTiyatro/status/1068590176744734725,128132381933,0,4198,4198,,,24,IKSV
128151880125,1648674,"RT @tiyatronline: 22. 0stanbul Tiyatro Festivali 'nin Son Performans1:  Pixel https://t.co/vEsBDUyicR","RT @tiyatronline: 22. 0stanbul Tiyatro Festivali 'nin Son Performans1: Pixel https://t.co/vEsBDUyicR",https://twitter.com/enverbsr/status/1069582607682363392,"2018-12-03 13:22:20+00:00",twitter,tr,TR,0,positive,enverbsr,https://twitter.com/enverbsr,https://twitter.com/MimesisTiyatro/status/1068590176744734725,128132381933,0,450,450,,,18,IKSV
128151931387,1648674,"22. 0stanbul Tiyatro Festivali 'nin Son Performans1: Pixel","0stanbul Kültür Sanat Vakf1 (0KSV) taraf1ndan Koç Enerji Grubu ^irketleri Aygaz, Opet ve Tüpra_1n sponsorluunda düzenlenen 22.",http://tiyatronline.com/22-istanbul-tiyatro-festivali-nin-son-performansi-pixel--8762,"2018-12-03 13:21:40+00:00",news,tr,TR,0,positive,"Sizce Nas1l",http://www.tiyatronline.com,https://www.sozcu.com.tr/hayatim/kultur-sanat-haberleri/22-istanbul-tiyatro-festivalinin-son-performansi-pixel/,128137164197,0,,,0,,29,IKSV
128152112515,1648674,"22. 0stanbul Tiyatro Festivali 'nin Son Performans1: Pixel","1990lar1n ba_lar1ndan beri hip-hop sahnesinin önde gelen isimlerinden Mourad Merzoukinin koreografisiyle PIXEL, 0stanbul Tiyatro Festivalinin son gösterisi olacak.",http://newsanat.com/22-istanbul-tiyatro-festivali-nin-son-performansi-pixel--8762,"2018-12-03 13:37:33+00:00",news,tr,TR,0,positive,"Newsanat - Tiyatro",http://www.newsanat.com,https://www.sozcu.com.tr/hayatim/kultur-sanat-haberleri/22-istanbul-tiyatro-festivalinin-son-performansi-pixel/,128137164197,0,,,0,,20,IKSV
128152207730,1648674,"#filmekimi filmlerinden THE FAVOURITE / SARAYIN GÖZDES0 0ngiliz Ba1ms1z Film Ödülleri'nde büyük ba_ar1 kazand1. #BIFA2018 https://t.co/tRPMT1StC8","#filmekimi filmlerinden THE FAVOURITE / SARAYIN GÖZDES0 0ngiliz Ba1ms1z Film Ödülleri'nde büyük ba_ar1 kazand1. #BIFA2018 https://t.co/tRPMT1StC8",https://twitter.com/CitysNisantasi/status/1069593554186641409,"2018-12-03 14:05:50+00:00",twitter,tr,,0,neutral,CitysNisantasi,https://twitter.com/CitysNisantasi,,,0,61431,61431,,,37,IKSV
128152299738,1648674,"Koreografisini Bengi Sevim Yörükün üstlendii Mut isimli performans, 4 Aral1k Sal1 ak_am1 22. 0stanbul Tiyatro Festivali kapsam1nda Akbank Sanatta. https://t.co/BC3rl7hVsa https://t.co/Bz3m5773Gs","Koreografisini Bengi Sevim Yörükün üstlendii Mut isimli performans, 4 Aral1k Sal1 ak_am1 22. 0stanbul Tiyatro Festivali kapsam1nda Akbank Sanatta. https://t.co/BC3rl7hVsa https://t.co/Bz3m5773Gs",https://twitter.com/com_zubeyde/status/1069596629097959426,"2018-12-03 14:18:03+00:00",twitter,tr,TR,0,positive,com_zubeyde,https://twitter.com/com_zubeyde,https://www.instagram.com/p/Bq4XYi4B2Ix/,128144062505,0,315,315,,,17,IKSV
